"filename", "language", "JavaScript", "comment", "blank", "total"
"c:\Users\Josh\repos\doughleap\server\middleware\errorHandling.js", "JavaScript", 83, 9, 13, 105
"c:\Users\Josh\repos\doughleap\server\middleware\multer.js", "JavaScript", 0, 0, 1, 1
"c:\Users\Josh\repos\doughleap\server\middleware\queryParsing.js", "JavaScript", 13, 2, 4, 19
"c:\Users\Josh\repos\doughleap\server\middleware\validating.js", "JavaScript", 14, 0, 3, 17
"Total", "-", 110, 11, 21, 142
