"filename", "language", "JavaScript", "TypeScript", "HTML", "Draw.io", "comment", "blank", "total"
"/home/josh/repos/doughleap/frontend/src/app/shared/ui/update-request-confirmation/update-request-confirmation-modal.component.ts", "TypeScript", 0, -20, 0, 0, 0, -8, -28
"/home/josh/repos/doughleap/frontend/src/app/shared/ui/update-request-error/update-request-error-modal.component.html", "HTML", 0, 0, -22, 0, -5, 0, -27
"/home/josh/repos/doughleap/frontend/src/app/shared/ui/update-request-error/update-request-error-modal.component.ts", "TypeScript", 0, -20, 0, 0, 0, -5, -25
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/ID.ts", "TypeScript", 0, -58, 0, 0, -1, -2, -61
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/authInterceptor.ts", "TypeScript", 0, -33, 0, 0, 0, -4, -37
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/authenticationService.ts", "TypeScript", 0, -353, 0, 0, -39, -36, -428
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/filterService.ts", "TypeScript", 0, -121, 0, 0, -7, -7, -135
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/formValidator.ts", "TypeScript", 0, -69, 0, 0, 0, -14, -83
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/fractionService.ts", "TypeScript", 0, -45, 0, 0, -4, -5, -54
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/logService.ts", "TypeScript", 0, -48, 0, 0, 0, -7, -55
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/photoService.ts", "TypeScript", 0, -51, 0, 0, 0, -7, -58
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/pushTokenService.ts", "TypeScript", 0, -174, 0, 0, 0, -10, -184
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/sortingService.ts", "TypeScript", 0, -40, 0, 0, -4, -7, -51
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/supabase.service.ts", "TypeScript", 0, -26, 0, 0, -1, -3, -30
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/types.ts", "TypeScript", 0, -124, 0, 0, -1, -4, -129
"/home/josh/repos/doughleap/frontend/src/app/shared/utils/unitService.ts", "TypeScript", 0, -69, 0, 0, 0, -6, -75
"/home/josh/repos/doughleap/frontend/src/app/social/data/social.service.ts", "TypeScript", 0, -101, 0, 0, -11, -16, -128
"/home/josh/repos/doughleap/frontend/src/app/social/feature/followers/followers.component.html", "HTML", 0, 0, -70, 0, -4, -4, -78
"/home/josh/repos/doughleap/frontend/src/app/social/feature/followers/followers.component.ts", "TypeScript", 0, -57, 0, 0, -3, -9, -69
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/friends.component.html", "HTML", 0, 0, -70, 0, -6, -4, -80
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/friends.component.ts", "TypeScript", 0, -105, 0, 0, -1, -12, -118
"/home/josh/repos/doughleap/frontend/src/app/social/feature/friends/ui/add-friend-modal/add-friend-modal.component.html", "HTML", 0, 0, -93, 0, -3, -2, -98
